"ACHY","AMID","AMSIN","ARPU9","ARTR2","ARTR2.D","ARTR2.DP","ATCA2","ATCA2.D","ATCA2.DP","BOGR","BOGR.D","BRTE","BRTE.D","CHDE2","CHNAA3","CHVI8","CHVI8.DP","CLLU2","CRFL5","DEPI","DEPI.D","ECCOC","ECCOC.D","ELEL","EPVI","ERCI6","GRFA","GUSA","GUSA.D","HECO26","HECO26.D","HYACA2","JUOS","KRLA2","KRLA2.DP","LAOC3","LEMO2","MAFR3","MAFR3.DP","OENOT","OPPO","OPPO.D","OPPO.DP","PEPU7","PIED","PLPA2","SALS0","SALS0.D","SPCO","SPCR","SPCR.D","UNKSPR","BAMU","CHVI8.D","ERAB3","HIJA","JUOS.D","LAAC3","PEPU9","PIED.D","SHRO.DP","SPCO.D","UNKF10","UNKF11","UNKF14","UNKF9","YUAN2.D","AMHI","CETE5","CLLU2.D","HECO26.DP","KRLA2.D","OECA10","PHAU3","UNKFG"
0,0,0,0,0.153333333333333,0.04,0,0.00666666666666667,0,0,0.493333333333333,0.04,0.00666666666666667,0,0,0,0.04,0.00666666666666667,0,0,0,0,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0.206666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.12,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.08,0.04,0.0133333333333333,0,0,0,0.5,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.0466666666666667,0,0,0,0.0133333333333333,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.253333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00666666666666667,0,0.00666666666666667,0.0333333333333333,0.02,0.0333333333333333,0,0,0.673333333333333,0,0.06,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.0333333333333333,0.00666666666666667,0.286666666666667,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.153333333333333,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00666666666666667,0,0,0.00666666666666667,0.106666666666667,0.0866666666666667,0.04,0,0,0,0.353333333333333,0.0533333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.04,0.02,0.466666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0.0133333333333333,0,0,0,0,0,0,0.06,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0266666666666667,0,0,0,0.113333333333333,0.0266666666666667,0,0.0333333333333333,0.00666666666666667,0,0.486666666666667,0.0133333333333333,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233333333333333,0,0,0,0,0,0.00666666666666667,0,0,0,0,0.0133333333333333,0,0.02,0,0,0,0,0,0,0.213333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00666666666666667,0,0,0,0.00666666666666667,0.0466666666666667,0,0.0733333333333333,0.0133333333333333,0.0133333333333333,0.293333333333333,0.0333333333333333,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.0133333333333333,0.08,0,0,0,0,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0,0,0.06,0,0,0,0,0.566666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02,0,0.0133333333333333,0,0,0.466666666666667,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.56,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.02,0,0.0133333333333333,0,0,0,0,0,0,0.0733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0333333333333333,0,0.0133333333333333,0,0,0.366666666666667,0.06,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0.00666666666666667,0,0,0.0466666666666667,0.0333333333333333,0.186666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0.0666666666666667,0,0,0,0,0.0466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0
0.0133333333333333,0,0,0,0.00666666666666667,0.0266666666666667,0,0.0266666666666667,0,0,0.486666666666667,0.0333333333333333,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.04,0.00666666666666667,0.486666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0333333333333333,0,0,0,0,0.113333333333333,0,0.0466666666666667,0,0,0.553333333333333,0.0266666666666667,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0133333333333333,0.286666666666667,0.0133333333333333,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0,0.00666666666666667,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0133333333333333,0.00666666666666667,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0.173333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.226666666666667,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0.00666666666666667,0,0.00666666666666667,0.0466666666666667,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0
0.02,0,0,0,0.00666666666666667,0.0533333333333333,0,0.0266666666666667,0,0,0.373333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.72,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0333333333333333,0,0,0.0133333333333333,0,0.133333333333333,0,0.00666666666666667,0.0133333333333333,0,0.0466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0.0133333333333333,0,0,0,0,0,0,0.0333333333333333,0,0.126666666666667,0,0,0,0,0,0,0,0,0,0.0266666666666667,0,0,0,0.433333333333333,0.0866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0.0466666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0.0866666666666667,0,0,0,0,0.0666666666666667,0,0.0266666666666667,0,0,0.02,0,0,0,0.88,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0.0133333333333333,0,0.0333333333333333,0.0733333333333333,0.0133333333333333,0,0,0,0.04,0.0133333333333333,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.0266666666666667,0.0133333333333333,0,0,0.12,0,0,0,0.0666666666666667,0.00666666666666667,0.186666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0.0133333333333333,0,0,0,0.393333333333333,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0
0,0,0.0933333333333333,0,0.00666666666666667,0.0266666666666667,0,0,0,0,0.0733333333333333,0.04,0.00666666666666667,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.0133333333333333,0,0.213333333333333,0,0,0,0,0.04,0,0,0,0,0.02,0,0,0,0.346666666666667,0.153333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0.0133333333333333
0.02,0,0.00666666666666667,0,0.02,0.106666666666667,0,0.0333333333333333,0,0,0.446666666666667,0.0333333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0.0866666666666667,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.526666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.04,0,0,0,0,0.166666666666667,0.0133333333333333,0,0.3,0.0133333333333333,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.00666666666666667,0,0.0733333333333333,0,0,0,0,0.0533333333333333,0,0.0133333333333333,0,0,0.0133333333333333,0,0,0,0.36,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.02,0,0,0,0,0.186666666666667,0,0.06,0,0,0.373333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0.04,0,0,0,0,0.02,0.00666666666666667,0,0,0.506666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0666666666666667,0.0266666666666667,0.0133333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.0266666666666667,0,0,0,0.16,0.00666666666666667,0,0.58,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0
0.04,0,0,0.00666666666666667,0.0133333333333333,0.106666666666667,0.00666666666666667,0.0133333333333333,0,0,0.713333333333333,0.0266666666666667,0.00666666666666667,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0266666666666667,0,0.173333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.08,0,0.00666666666666667,0,0,0.1,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0266666666666667,0,0,0.473333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00666666666666667,0,0,0,0,0.133333333333333,0,0.0266666666666667,0.0133333333333333,0,0.74,0.04,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0.0333333333333333,0.00666666666666667,0.38,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0.0266666666666667,0,0,0,0,0,0,0.153333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0533333333333333,0,0,0,0,0.0733333333333333,0,0,0.52,0.04,0.00666666666666667,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.206666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.206666666666667,0.0333333333333333,0.00666666666666667,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.00666666666666667,0.02,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.08,0,0.0133333333333333,0.0333333333333333,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733333333333333,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0.0666666666666667,0,0.0133333333333333,0,0,0,0.2,0.0133333333333333,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16,0,0,0,0,0,0.06,0,0,0.193333333333333,0.02,0.0133333333333333,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.0133333333333333,0,0,0,0,0,0,0.02,0,0.0733333333333333,0,0,0,0.00666666666666667,0.0133333333333333,0,0.00666666666666667,0,0,0.06,0,0,0,0.68,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0333333333333333,0,0,0.0333333333333333,0,0.0666666666666667,0,0,0.146666666666667,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0.0333333333333333,0,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0.126666666666667,0,0,0,0,0.0266666666666667,0,0.02,0,0,0.0466666666666667,0,0,0,0.346666666666667,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0
0,0,0,0,0,0,0,0,0,0,0.673333333333333,0.0533333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0.0666666666666667,0,0.0133333333333333,0,0,0,0,0,0,0.366666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0333333333333333,0,0,0,0.02,0.173333333333333,0.00666666666666667,0.02,0,0,0.626666666666667,0.0133333333333333,0,0,0,0,0.0133333333333333,0.00666666666666667,0,0,0,0,0,0,0.00666666666666667,0,0,0,0.0666666666666667,0,0.233333333333333,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0,0,0,0,0.00666666666666667,0.0133333333333333,0.04,0.0266666666666667,0,0.566666666666667,0.0133333333333333,0,0,0,0,0.0866666666666667,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.42,0,0,0,0,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.12,0,0.0133333333333333,0.0133333333333333,0,0.853333333333333,0.02,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.113333333333333,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0.00666666666666667,0,0,0,0.353333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.06,0,0,0.00666666666666667,0.0133333333333333,0,0,0,0.106666666666667,0.04,0.08,0,0,0.0133333333333333,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.0933333333333333,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0.0333333333333333,0,0.0266666666666667,0.00666666666666667,0.253333333333333,0.113333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0466666666666667,0,0,0,0,0.173333333333333,0,0.06,0,0,0.54,0.0266666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0.0133333333333333,0.326666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.02,0,0.0133333333333333,0,0,0.0133333333333333,0,0,0,0.14,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0933333333333333,0,0,0,0.0333333333333333,0,0,0.04,0.00666666666666667,0.00666666666666667,0.466666666666667,0.00666666666666667,0,0,0,0,0.106666666666667,0.0333333333333333,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.0266666666666667,0,0.273333333333333,0,0,0,0.0133333333333333,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273333333333333,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0533333333333333,0,0,0,0,0.0866666666666667,0,0.00666666666666667,0,0,0.846666666666667,0.04,0,0,0,0,0.02,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0.0266666666666667,0,0.4,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.0933333333333333,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.02,0,0,0,0.00666666666666667,0,0,0,0,0.766666666666667,0.02,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0.1,0.00666666666666667,0,0,0.02,0,0,0,0,0,0,0.06,0.00666666666666667,0.02,0,0,0.0133333333333333,0,0,0,0.14,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0
0,0,0.0866666666666667,0,0,0,0,0,0,0,0.233333333333333,0.0466666666666667,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0.16,0,0,0,0,0.0533333333333333,0,0.0133333333333333,0,0,0.00666666666666667,0,0,0,0.353333333333333,0.113333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0
0.04,0,0,0,0.00666666666666667,0.126666666666667,0.00666666666666667,0.04,0,0,0.44,0.0333333333333333,0,0,0,0,0.0466666666666667,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0.0266666666666667,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0533333333333333,0,0,0.00666666666666667,0,0.06,0,0.00666666666666667,0,0.00666666666666667,0.413333333333333,0.0133333333333333,0,0,0,0,0.28,0.0466666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.186666666666667,0,0,0,0,0,0,0.00666666666666667,0,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0,0,0.0266666666666667,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0
0,0,0,0.00666666666666667,0.206666666666667,0.0266666666666667,0.0266666666666667,0.06,0,0,0.566666666666667,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.0466666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.06,0,0.0533333333333333,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
